Name,Year,Genres
Animal Kingdom,2010,Crime; Drama
Shrek Forever After,2010,Comedy; Adventure; Fantasy; Animation; Family
The Switch,2010,Comedy; Drama; Romance
Iron Man 2,2010,Adventure; Action; Science Fiction
Daddy Longlegs,2010,Comedy; Drama
Kick-Ass,2010,Action; Crime
How to Train Your Dragon,2010,Fantasy; Adventure; Animation; Family
Alice in Wonderland,2010,Family; Fantasy; Adventure
Shutter Island,2010,Drama; Thriller; Mystery
Avatar,2009,Action; Adventure; Fantasy; Science Fiction
The Princess and the Frog,2009,Animation; Romance; Fantasy; Family
Up in the Air,2009,Drama; Romance
The Road,2009,Adventure; Drama
Planet 51,2009,Animation; Family; Comedy; Science Fiction; Adventure
The Twilight Saga: New Moon,2009,Adventure; Fantasy; Drama; Romance
George and A.J.,2009,Animation; Family; Comedy
Dug's Special Mission,2009,Animation; Comedy; Family
Fantastic Mr. Fox,2009,Adventure; Animation; Comedy; Family
Zombieland,2009,Comedy; Horror
The Invention of Lying,2009,Comedy; Fantasy; Romance
Cloudy with a Chance of Meatballs,2009,Animation; Comedy; Family
The Final Destination,2009,Horror; Mystery
District 9,2009,Science Fiction
Inglourious Basterds,2009,Drama; Thriller; War
G-Force,2009,Family; Fantasy; Action; Adventure; Comedy
Harry Potter and the Half-Blood Prince,2009,Adventure; Fantasy
Ice Age: Dawn of the Dinosaurs,2009,Animation; Comedy; Family; Adventure
Transformers: Revenge of the Fallen,2009,Science Fiction; Action; Adventure
Moon,2009,Science Fiction; Drama
Up,2009,Animation; Comedy; Family; Adventure
Partly Cloudy,2009,Animation; Family; Comedy; Fantasy
Terminator Salvation,2009,Action; Science Fiction; Thriller
Night at the Museum: Battle of the Smithsonian,2009,Adventure; Fantasy; Action; Comedy; Family
S. Darko,2009,Thriller; Crime; Science Fiction; Mystery
Adventureland,2009,Comedy; Drama; Romance
Fast & Furious,2009,Action; Crime; Drama; Thriller
Monsters vs Aliens,2009,Animation; Family; Adventure; Science Fiction
The Pink Panther 2,2009,Comedy; Mystery
Coraline,2009,Animation; Family; Fantasy
Twilight,2008,Drama; Fantasy; Romance
BURN·E,2008,Animation; Family; Comedy; Science Fiction
Slumdog Millionaire,2008,Drama; Romance
Dear Zachary: A Letter to a Son About His Father,2008,Documentary; Crime
Madagascar: Escape 2 Africa,2008,Adventure; Animation; Comedy; Drama; Family
Quantum of Solace,2008,Adventure; Action; Thriller; Crime
The Pleasure of Being Robbed,2008,Crime; Drama
Open Season 2,2008,Adventure; Animation; Comedy; Family
Tinker Bell,2008,Animation; Family; Adventure; Fantasy
Che: Part One,2008,Drama; History; War
The Little Mermaid: Ariel's Beginning,2008,Family; Animation
Tropic Thunder,2008,Action; Comedy; Adventure; War
Starship Troopers 3: Marauder,2008,Adventure; Science Fiction; Action
Ponyo,2008,Animation; Fantasy; Family
The Dark Knight,2008,Drama; Action; Crime; Thriller
Hancock,2008,Fantasy; Action
Presto,2008,Animation; Family; Comedy
WALL·E,2008,Animation; Family; Science Fiction
Space Chimps,2008,Animation; Family; Adventure; Comedy; Science Fiction
Get Smart,2008,Action; Comedy; Thriller
The Incredible Hulk,2008,Science Fiction; Action; Adventure
The Happening,2008,Thriller; Science Fiction
Kung Fu Panda,2008,Animation; Family; Comedy; Action; Adventure
Indiana Jones and the Kingdom of the Crystal Skull,2008,Adventure; Action
The Chronicles of Narnia: Prince Caspian,2008,Adventure; Family; Fantasy
Iron Man,2008,Action; Science Fiction; Adventure
21,2008,Drama; Crime
21,2008,Drama; Crime
Horton Hears a Who!,2008,Animation; Comedy; Family; Adventure; Fantasy
Taken,2008,Action; Thriller
There Will Be Blood,2007,Drama
The Water Horse,2007,Family; Adventure; Fantasy
Aliens vs Predator: Requiem,2007,Action; Science Fiction; Thriller; Horror
National Treasure: Book of Secrets,2007,Action; Adventure; Mystery; Thriller
Enchanted,2007,Comedy; Family; Fantasy; Romance
No Country for Old Men,2007,Crime; Thriller; Western
Your Friend the Rat,2007,Animation; Family; Comedy; Documentary
Bee Movie,2007,Family; Animation; Adventure; Comedy
Hotel Chevalier,2007,Drama; Romance
Michael Clayton,2007,Drama; Thriller; Crime
The Darjeeling Limited,2007,Adventure; Comedy; Drama
Disney Princess Enchanted Tales: Follow Your Dreams,2007,Animation; Family; Fantasy
Superbad,2007,Comedy
The Bourne Ultimatum,2007,Action; Drama; Mystery; Thriller
The Simpsons Movie,2007,Animation; Comedy; Family
Harry Potter and the Order of the Phoenix,2007,Adventure; Fantasy
Ratatouille,2007,Animation; Comedy; Family; Fantasy
Transformers,2007,Adventure; Science Fiction; Action
Live Free or Die Hard,2007,Action; Thriller
Fantastic Four: Rise of the Silver Surfer,2007,Science Fiction; Adventure; Action
Surf's Up,2007,Animation; Comedy; Family
Ocean's Thirteen,2007,Crime; Thriller
Death Proof,2007,Action; Thriller
Pirates of the Caribbean: At World's End,2007,Adventure; Fantasy; Action
Shrek the Third,2007,Fantasy; Adventure; Animation; Comedy; Family
Spider-Man 3,2007,Action; Adventure; Science Fiction
28 Weeks Later,2007,Horror; Thriller; Science Fiction
Planet Terror,2007,Horror; Action; Thriller
Sunshine,2007,Science Fiction; Thriller
Meet the Robinsons,2007,Animation; Comedy; Family
Zodiac,2007,Crime; Mystery; Thriller
Cinderella III: A Twist in Time,2007,Animation; Romance; Family; Fantasy
Lifted,2006,Family; Animation; Science Fiction; Comedy
Night at the Museum,2006,Action; Adventure; Comedy; Family; Fantasy
The Holiday,2006,Comedy; Romance
Casino Royale,2006,Adventure; Action; Thriller
The Fox and the Hound 2,2006,Adventure; Animation; Comedy; Family
The Santa Clause 3: The Escape Clause,2006,Comedy; Family; Adventure
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy
Flushed Away,2006,Adventure; Animation; Comedy; Family
The Prestige,2006,Drama; Mystery; Science Fiction
The Departed,2006,Drama; Thriller; Crime
Open Season,2006,Animation; Family; Adventure; Comedy
Children of Men,2006,Action; Drama; Science Fiction; Thriller
Stranger Than Fiction,2006,Comedy; Drama; Fantasy; Romance
Idiocracy,2006,Comedy; Science Fiction; Adventure
Crank,2006,Action; Thriller; Crime
Brother Bear 2,2006,Adventure; Animation; Family
Tales from Earthsea,2006,Animation; Fantasy; Adventure
Mater and the Ghostlight,2006,Animation; Comedy; Family; Horror
Little Miss Sunshine,2006,Comedy; Drama
Pirates of the Caribbean: Dead Man's Chest,2006,Adventure; Fantasy; Action
The Devil Wears Prada,2006,Drama; Comedy
Leroy & Stitch,2006,Animation; Comedy; Family
Click,2006,Comedy; Drama; Fantasy
Cars,2006,Animation; Adventure; Comedy; Family
The Fast and the Furious: Tokyo Drift,2006,Action; Crime; Drama; Thriller
X-Men: The Last Stand,2006,Adventure; Action; Science Fiction; Thriller
Over the Hedge,2006,Family; Comedy; Animation
Mission: Impossible III,2006,Adventure; Action; Thriller
Scary Movie 4,2006,Comedy
Ice Age: The Meltdown,2006,Animation; Family; Comedy; Adventure
V for Vendetta,2006,Action; Thriller; Science Fiction
V for Vendetta,2006,Action; Thriller; Science Fiction
The Pink Panther,2006,Comedy; Mystery; Crime; Adventure; Family
Bambi II,2006,Animation; Drama; Family
This Film Is Not Yet Rated,2006,Documentary
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,Adventure; Family; Fantasy
Kronk's New Groove,2005,Animation; Comedy; Family
Harry Potter and the Goblet of Fire,2005,Adventure; Fantasy
Zathura: A Space Adventure,2005,Science Fiction; Adventure; Family
Jarhead,2005,Drama; War
Chicken Little,2005,Animation; Family; Comedy
Disney's Christmas Favorites,2005,Animation; Family; Comedy
Brokeback Mountain,2005,Drama; Romance
Brokeback Mountain,2005,Drama; Romance
The Squid and the Whale,2005,Comedy; Drama
Earthlings,2005,Documentary
Corpse Bride,2005,Romance; Fantasy; Animation
Lilo & Stitch 2: Stitch Has a Glitch,2005,Animation; Family; Comedy; Science Fiction
Charlie and the Chocolate Factory,2005,Adventure; Comedy; Family; Fantasy
The Descent,2005,Adventure; Horror
Fantastic Four,2005,Action; Fantasy; Science Fiction
War of the Worlds,2005,Adventure; Thriller; Science Fiction
One Man Band,2005,Animation; Family; Music; Comedy
Tarzan II,2005,Adventure; Animation; Family
Batman Begins,2005,Drama; Crime; Action
Madagascar,2005,Family; Animation; Adventure; Comedy
Star Wars: Episode III - Revenge of the Sith,2005,Adventure; Action; Science Fiction
xXx: State of the Union,2005,Action; Adventure; Crime; Thriller
Kim Possible Movie: So the Drama,2005,Animation; Adventure; Family; Action; Comedy; Science Fiction
Jack-Jack Attack,2005,Adventure; Animation; Family
Robots,2005,Animation; Comedy; Family; Science Fiction
Pooh's Heffalump Movie,2005,Family; Animation; Comedy; Fantasy
Hotel Rwanda,2004,Drama; History; War
The Aviator,2004,Drama
The Life Aquatic with Steve Zissou,2004,Adventure; Comedy; Drama
Ocean's Twelve,2004,Thriller; Crime
Kim Possible: The Villain Files,2004,Adventure; Animation; Action; Family
National Treasure,2004,Adventure; Action; Thriller; Mystery
The Polar Express,2004,Animation; Adventure; Family; Fantasy
Mickey's Twice Upon a Christmas,2004,Animation; Family
Mulan II,2004,Animation; Comedy; Family; Action
2046,2004,Drama; Science Fiction; Romance
The Lion King 1½,2004,Family; Animation; Comedy; Action
The Incredibles,2004,Action; Adventure; Animation; Family
The Machinist,2004,Thriller; Drama
Howl's Moving Castle,2004,Fantasy; Animation; Adventure
AVP: Alien vs. Predator,2004,Adventure; Science Fiction; Action; Horror
"Mickey, Donald, Goofy: The Three Musketeers",2004,Adventure; Animation; Comedy; Family
The Bourne Supremacy,2004,Action; Drama; Thriller
"I, Robot",2004,Action; Science Fiction
Anchorman: The Legend of Ron Burgundy,2004,Comedy
Spider-Man 2,2004,Action; Adventure; Science Fiction
Napoleon Dynamite,2004,Comedy
Harry Potter and the Prisoner of Azkaban,2004,Adventure; Fantasy
The Day After Tomorrow,2004,Science Fiction; Thriller; Adventure
The Notebook,2004,Romance; Drama
Starship Troopers 2: Hero of the Federation,2004,Adventure; Horror; Action; Science Fiction
Shrek 2,2004,Animation; Family; Comedy; Fantasy; Adventure
Mean Girls,2004,Drama; Comedy
Kill Bill: Vol. 2,2004,Action; Crime; Thriller
Home on the Range,2004,Animation; Family
The Ladykillers,2004,Comedy; Crime; Thriller
Scooby-Doo 2: Monsters Unleashed,2004,Mystery; Fantasy; Adventure; Comedy
Winnie the Pooh: Springtime with Roo,2004,Adventure; Animation; Comedy; Family
The Lord of the Rings: The Return of the King,2003,Adventure; Fantasy; Action
Kim Possible: A Sitch In Time,2003,TV Movie; Action; Adventure; Animation; Family
Oldboy,2003,Drama; Thriller; Mystery; Action
Elf,2003,Comedy; Family; Fantasy
The Matrix Revolutions,2003,Adventure; Action; Thriller; Science Fiction
Boundin',2003,Animation; Family; Music
Scary Movie 3,2003,Comedy
Brother Bear,2003,Adventure; Animation; Family
Kill Bill: Vol. 1,2003,Action; Crime
Intolerable Cruelty,2003,Comedy; Romance; Crime
Lost in Translation,2003,Drama; Romance; Comedy
Stitch! The Movie,2003,Comedy; Adventure; Family; Animation; Science Fiction
Love Actually,2003,Comedy; Romance; Drama
Kim Possible: The Secret Files,2003,Animation; Family; Action
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Adventure; Fantasy; Action
Terminator 3: Rise of the Machines,2003,Action; Thriller; Science Fiction
"Legally Blonde 2: Red, White & Blonde",2003,Comedy; Romance
2 Fast 2 Furious,2003,Action; Crime; Thriller
Finding Nemo,2003,Animation; Family
Deep Blue,2003,Documentary
The Matrix Reloaded,2003,Adventure; Action; Thriller; Science Fiction
X2,2003,Adventure; Action; Science Fiction
Memories of Murder,2003,Crime; Drama; Thriller
A Mighty Wind,2003,Comedy; Music
The Core,2003,Science Fiction; Adventure; Thriller
Piglet's Big Movie,2003,Animation; Family
101 Dalmatians II: Patch's London Adventure,2003,Family; Animation; Adventure; Comedy
Atlantis: Milo's Return,2003,Fantasy; Animation; Science Fiction; Family; Action
The Jungle Book 2,2003,Family; Animation; Adventure
Final Destination 2,2003,Horror; Mystery
The Lord of the Rings: The Two Towers,2002,Adventure; Fantasy; Action
Catch Me If You Can,2002,Drama; Crime
It's a Very Merry Muppet Christmas Movie,2002,Comedy; Family
Treasure Planet,2002,Science Fiction; Adventure; Animation; Family; Fantasy
Harry Potter and the Chamber of Secrets,2002,Adventure; Fantasy
Winnie the Pooh: A Very Merry Pooh Year,2002,Animation; Family
28 Days Later,2002,Horror; Thriller; Science Fiction
The Truth About Charlie,2002,Thriller; Mystery
Punch-Drunk Love,2002,Romance; Drama; Comedy
The Santa Clause 2,2002,Fantasy; Comedy; Family
xXx,2002,Action; Adventure; Thriller; Crime
Austin Powers in Goldmember,2002,Comedy; Crime; Science Fiction
The Cat Returns,2002,Adventure; Fantasy; Animation; Drama; Family
Men in Black II,2002,Action; Comedy; Science Fiction
Halloween: Resurrection,2002,Horror; Thriller
Tarzan & Jane,2002,Animation; Family
Lilo & Stitch,2002,Animation; Family; Comedy
Minority Report,2002,Science Fiction; Action; Thriller
Scooby-Doo,2002,Mystery; Adventure; Comedy
The Bourne Identity,2002,Action; Drama; Mystery; Thriller
Mike's New Car,2002,Animation; Comedy; Family
Insomnia,2002,Thriller; Crime; Drama
Star Wars: Episode II - Attack of the Clones,2002,Adventure; Action; Science Fiction
Spider-Man,2002,Action; Science Fiction
The Smashing Machine,2002,Documentary
Panic Room,2002,Crime; Drama; Thriller
Ice Age,2002,Animation; Comedy; Family; Adventure
Cinderella II: Dreams Come True,2002,Family; Animation; Romance; Fantasy
Return to Never Land,2002,Adventure; Fantasy; Animation; Family
The Hunchback of Notre Dame II,2002,Animation; Family; Comedy
The Lord of the Rings: The Fellowship of the Ring,2001,Adventure; Fantasy; Action
Ocean's Eleven,2001,Thriller; Crime
Harry Potter and the Philosopher's Stone,2001,Adventure; Fantasy
Mickey's Magical Christmas: Snowed in at the House of Mouse,2001,Animation; Family; Comedy
"Monsters, Inc.",2001,Animation; Comedy; Family
Devils on the Doorstep,2001,Drama; War
Corky Romano,2001,Action; Comedy; Crime
Training Day,2001,Action; Crime; Drama
The Royal Tenenbaums,2001,Comedy; Drama
Zoolander,2001,Comedy
Spirited Away,2001,Animation; Family; Fantasy
Jurassic Park III,2001,Adventure; Action; Thriller; Science Fiction
Legally Blonde,2001,Comedy; Romance
Scary Movie 2,2001,Comedy
A.I. Artificial Intelligence,2001,Drama; Science Fiction; Adventure
The Fast and the Furious,2001,Action; Crime; Thriller
Atlantis: The Lost Empire,2001,Animation; Family; Adventure; Science Fiction
Shrek,2001,Animation; Comedy; Fantasy; Adventure; Family
Bridget Jones's Diary,2001,Comedy; Romance; Drama
Lady and the Tramp II: Scamp's Adventure,2001,Family; Animation; Romance; Adventure
Pulse,2001,Horror; Thriller; Mystery
Donnie Darko,2001,Fantasy; Drama; Mystery
Cast Away,2000,Adventure; Drama
The Emperor's New Groove,2000,Adventure; Animation; Comedy; Family; Fantasy
Unbreakable,2000,Thriller; Drama; Mystery
How the Grinch Stole Christmas,2000,Family; Comedy; Fantasy
For the Birds,2000,Animation; Family; Comedy
Memento,2000,Mystery; Thriller
Requiem for a Dream,2000,Crime; Drama
In the Mood for Love,2000,Drama; Romance
Best in Show,2000,Comedy
Buzz Lightyear of Star Command: The Adventure Begins,2000,Animation; Family; Comedy; Science Fiction; Adventure
X-Men,2000,Adventure; Action; Science Fiction
Scary Movie,2000,Comedy
Mission: Impossible II,2000,Adventure; Action; Thriller
Dinosaur,2000,Animation; Family; Adventure
Gladiator,2000,Action; Drama; Adventure
American Psycho,2000,Thriller; Drama; Crime
Final Destination,2000,Horror
Final Destination,2000,Horror
Erin Brockovich,2000,Drama
An Extremely Goofy Movie,2000,Animation; Family; Comedy
The Tigger Movie,2000,Animation; Family; Comedy
Scream 3,2000,Horror; Mystery
The Beach,2000,Drama; Adventure; Romance; Thriller
The Little Mermaid II: Return to the Sea,2000,Animation; Adventure; Family; Comedy
Fantasia 2000,2000,Animation; Family; Music
Magnolia,1999,Drama
The Green Mile,1999,Fantasy; Drama; Crime
Winnie the Pooh: Seasons of Giving,1999,Animation; Family
Mickey's Once Upon a Christmas,1999,Animation; Family; Comedy
Toy Story 2,1999,Animation; Comedy; Family
The Straight Story,1999,Drama
Fight Club,1999,Drama; Thriller
Dogma,1999,Fantasy; Comedy; Adventure
The Sixth Sense,1999,Mystery; Thriller; Drama
The Iron Giant,1999,Animation; Family; Science Fiction; Adventure
My Neighbors the Yamadas,1999,Animation; Comedy; Family
Muppets from Space,1999,Family; Comedy; Science Fiction
The Blair Witch Project,1999,Horror; Mystery
Tarzan,1999,Family; Adventure; Animation; Drama
Austin Powers: The Spy Who Shagged Me,1999,Adventure; Comedy; Crime; Science Fiction
Star Wars: Episode I - The Phantom Menace,1999,Adventure; Action; Science Fiction
The Matrix,1999,Action; Science Fiction
Office Space,1999,Comedy
The Prince of Egypt,1998,Adventure; Animation; Drama; Family
Rushmore,1998,Comedy; Drama
A Bug's Life,1998,Family; Animation; Adventure; Comedy
The Lion King II: Simba's Pride,1998,Family; Adventure; Animation; Action
Halloween H20: 20 Years Later,1998,Horror; Thriller
Pocahontas II: Journey to a New World,1998,Animation; Family; Adventure; Romance
Saving Private Ryan,1998,Drama; History; War
American History X,1998,Drama
American History X,1998,Drama
Out of Sight,1998,Romance; Comedy; Crime
Mulan,1998,Animation; Family; Adventure
The Truman Show,1998,Comedy; Drama
FernGully 2: The Magical Rescue,1998,Animation; Family
The Big Lebowski,1998,Comedy; Crime
Belle's Magical World,1998,Animation; Family
Jackie Brown,1997,Crime; Drama; Thriller
Scream 2,1997,Horror; Mystery
Geri's Game,1997,Animation; Comedy; Family
Titanic,1997,Drama; Romance
Titanic,1997,Drama; Romance
Alien Resurrection,1997,Science Fiction; Horror; Action
Beauty and the Beast: The Enchanted Christmas,1997,Animation; Family; Fantasy
Starship Troopers,1997,Adventure; Action; Thriller; Science Fiction
Boogie Nights,1997,Drama
L.A. Confidential,1997,Crime; Mystery; Thriller; Drama
The Game,1997,Drama; Thriller; Mystery
Gattaca,1997,Thriller; Science Fiction; Mystery; Romance
Pooh's Grand Adventure: The Search for Christopher Robin,1997,Animation; Family; Adventure
Air Force One,1997,Action; Thriller
Princess Mononoke,1997,Adventure; Fantasy; Animation
Contact,1997,Drama; Science Fiction; Mystery
Men in Black,1997,Action; Adventure; Comedy; Science Fiction
Speed 2: Cruise Control,1997,Action; Adventure; Thriller; Romance; Drama
Hercules,1997,Animation; Family; Fantasy; Adventure; Comedy; Romance
The Lost World: Jurassic Park,1997,Adventure; Action; Science Fiction
Austin Powers: International Man of Mystery,1997,Science Fiction; Comedy; Crime
Romy and Michele's High School Reunion,1997,Comedy
Scream,1996,Crime; Horror; Mystery
Space Jam,1996,Family; Comedy; Animation; Science Fiction
Independence Day,1996,Action; Adventure; Science Fiction
The Hunchback of Notre Dame,1996,Drama; Animation; Family
Mission: Impossible,1996,Adventure; Action; Thriller
Aladdin and the King of Thieves,1996,Adventure; Animation; Family
Hard Eight,1996,Drama; Crime
Twister,1996,Action; Adventure; Drama
James and the Giant Peach,1996,Adventure; Animation; Family; Fantasy
Fargo,1996,Crime; Drama; Thriller
Trainspotting,1996,Drama; Crime
Bottle Rocket,1996,Comedy; Crime; Drama
Muppet Treasure Island,1996,Family; Comedy; Adventure; Music
Happy Gilmore,1996,Comedy
Happy Gilmore,1996,Comedy
From Dusk Till Dawn,1996,Horror; Action; Thriller; Crime
Jumanji,1995,Adventure; Fantasy; Family
Toy Story,1995,Animation; Adventure; Family; Comedy
Casino,1995,Crime; Drama
Pocahontas,1995,Animation
Halloween: The Curse of Michael Myers,1995,Horror; Thriller
Se7en,1995,Crime; Mystery; Thriller
Clueless,1995,Comedy; Romance
Whisper of the Heart,1995,Animation; Drama; Family
Die Hard: With a Vengeance,1995,Action; Thriller
Crumb,1995,Documentary
A Goofy Movie,1995,Adventure; Comedy; Romance; Animation; Family
Shallow Grave,1994,Crime; Thriller
The Santa Clause,1994,Fantasy; Drama; Comedy; Family
Clerks,1994,Comedy
Muriel's Wedding,1994,Comedy; Drama; Romance
The Shawshank Redemption,1994,Drama; Crime
Pulp Fiction,1994,Thriller; Crime; Comedy; Drama
Pom Poko,1994,Adventure; Animation; Fantasy
Forrest Gump,1994,Comedy; Drama; Romance
The Lion King,1994,Family; Animation; Drama; Fantasy; Adventure
Speed,1994,Action; Thriller
Naked Gun 33⅓: The Final Insult,1994,Comedy; Crime
Schindler's List,1993,Drama; History; War
Ocean Waves,1993,Animation; Drama; Romance; TV Movie
The Nightmare Before Christmas,1993,Animation; Family; Fantasy
The Pelican Brief,1993,Thriller; Crime; Drama
The Fugitive,1993,Action; Thriller; Drama
The Firm,1993,Drama; Mystery; Thriller
Jurassic Park,1993,Adventure; Science Fiction
Groundhog Day,1993,Romance; Fantasy; Drama; Comedy
The Muppet Christmas Carol,1992,Music; Comedy; Family; Fantasy; Drama
A Few Good Men,1992,Drama
Aladdin,1992,Animation; Family; Adventure; Fantasy; Romance
Malcolm X,1992,Drama; History
Home Alone 2: Lost in New York,1992,Comedy; Family; Adventure
Glengarry Glen Ross,1992,Crime; Drama; Mystery
Reservoir Dogs,1992,Crime; Thriller
Porco Rosso,1992,Family; Comedy; Animation; Adventure
Twin Peaks: Fire Walk with Me,1992,Drama; Mystery; Horror
Alien³,1992,Science Fiction; Action; Horror
Alien³,1992,Action; Horror; Science Fiction
FernGully: The Last Rainforest,1992,Family; Fantasy; Animation; Adventure
Beauty and the Beast,1991,Romance; Family; Animation; Fantasy
Barton Fink,1991,Comedy; Drama; Thriller
Only Yesterday,1991,Animation; Drama; Romance
Terminator 2: Judgment Day,1991,Action; Thriller; Science Fiction
The Naked Gun 2½: The Smell of Fear,1991,Comedy; Crime
The Godfather Part III,1990,Crime; Drama; Thriller
The BFG,1990,Animation; Family; Fantasy; TV Movie
Days of Being Wild,1990,Crime; Drama; Romance
Predator 2,1990,Science Fiction; Action; Thriller
The Rescuers Down Under,1990,Animation; Adventure; Family; Fantasy
Home Alone,1990,Comedy; Family
Miller's Crossing,1990,Drama; Thriller; Crime
GoodFellas,1990,Crime; Drama
DuckTales: The Movie - Treasure of the Lost Lamp,1990,Adventure; Animation; Family; Comedy; Fantasy
Die Hard 2,1990,Action; Thriller
Days of Thunder,1990,Adventure; Action; Drama
Total Recall,1990,Action; Adventure; Science Fiction
Back to the Future Part III,1990,Adventure; Comedy; Science Fiction
National Lampoon's Christmas Vacation,1989,Comedy
Knick Knack,1989,Animation; Comedy; Family
The Little Mermaid,1989,Animation; Family; Fantasy
Halloween 5: The Revenge of Michael Myers,1989,Horror; Thriller
"sex, lies, and videotape",1989,Drama
Kiki's Delivery Service,1989,Animation; Family; Fantasy
When Harry Met Sally...,1989,Comedy; Romance; Drama
"Honey, I Shrunk the Kids",1989,Adventure; Comedy; Family; Science Fiction
Ghostbusters II,1989,Comedy; Fantasy
Indiana Jones and the Last Crusade,1989,Adventure; Action
Rain Man,1988,Drama
The Naked Gun: From the Files of Police Squad!,1988,Comedy; Crime
Scrooged,1988,Fantasy; Comedy; Drama
Oliver & Company,1988,Animation; Comedy; Family
The Land Before Time,1988,Family; Animation; Adventure
They Live,1988,Science Fiction; Action
Halloween 4: The Return of Michael Myers,1988,Horror; Thriller
The Bear,1988,Adventure; Drama; Family
Tin Toy,1988,Animation; Family
Big Top Pee-wee,1988,Comedy; Family
Die Hard,1988,Action; Thriller
Coming to America,1988,Comedy; Romance
Who Framed Roger Rabbit,1988,Fantasy; Animation; Comedy; Crime
My Neighbor Totoro,1988,Fantasy; Animation; Family
Grave of the Fireflies,1988,Animation; Drama; War
Beetlejuice,1988,Fantasy; Comedy
Wall Street,1987,Crime; Drama
The Running Man,1987,Action; Thriller; Science Fiction
The Princess Bride,1987,Adventure; Family; Fantasy; Comedy; Romance
Superman IV: The Quest for Peace,1987,Action; Adventure; Science Fiction
RoboCop,1987,Action; Thriller; Science Fiction
Red's Dream,1987,Animation; Family
Full Metal Jacket,1987,Drama; War
Predator,1987,Science Fiction; Action; Adventure; Thriller
Raising Arizona,1987,Comedy; Crime
Little Shop of Horrors,1986,Horror; Comedy
Luxo Jr.,1986,Animation; Comedy
The Fly,1986,Horror; Science Fiction
Castle in the Sky,1986,Adventure; Fantasy; Animation; Action; Family
Aliens,1986,Action; Thriller; Science Fiction
The Great Mouse Detective,1986,Animation; Family; Adventure; Mystery
Ferris Bueller's Day Off,1986,Comedy
Top Gun,1986,Action; Drama; Romance
Come and See,1985,Drama; War
Pee-wee's Big Adventure,1985,Comedy; Adventure; Family
The Black Cauldron,1985,Animation; Adventure; Family; Fantasy
Back to the Future,1985,Adventure; Comedy; Science Fiction
The Goonies,1985,Adventure; Comedy; Family
The Adventures of André and Wally B.,1984,Family; Animation; Comedy
Dune,1984,Action; Science Fiction; Adventure
The Terminator,1984,Action; Thriller; Science Fiction
The Muppets Take Manhattan,1984,Romance; Comedy; Family
Gremlins,1984,Fantasy; Horror; Comedy
Ghostbusters,1984,Comedy; Fantasy
Indiana Jones and the Temple of Doom,1984,Adventure; Action
Blood Simple,1984,Crime; Drama; Thriller
Nausicaä of the Valley of the Wind,1984,Adventure; Animation; Fantasy
Footloose,1984,Drama; Romance
Scarface,1983,Action; Crime; Drama
A Christmas Story,1983,Comedy; Family
Superman III,1983,Comedy; Science Fiction; Action; Adventure
Return of the Jedi,1983,Adventure; Action; Science Fiction
The King of Comedy,1982,Drama; Comedy
A Disney Christmas Gift,1982,Animation; Family
Halloween III: Season of the Witch,1982,Horror; Science Fiction
Tron,1982,Science Fiction; Action; Adventure
The Thing,1982,Horror; Mystery; Science Fiction
The Thing,1982,Horror; Mystery; Science Fiction
Blade Runner,1982,Science Fiction; Drama; Thriller
E.T. the Extra-Terrestrial,1982,Science Fiction; Adventure; Family; Fantasy
Poltergeist,1982,Horror
Halloween II,1981,Horror; Thriller
The Fox and the Hound,1981,Adventure; Animation; Drama; Family
The Great Muppet Caper,1981,Family; Comedy; Crime; Music; Romance
Superman II,1980,Science Fiction; Action; Adventure
Raging Bull,1980,Drama
Airplane!,1980,Comedy
The Shining,1980,Horror; Thriller
The Empire Strikes Back,1980,Adventure; Action; Science Fiction
The Muppet Movie,1979,Family; Comedy; Adventure; Music
Alien,1979,Horror; Science Fiction
Apocalypse Now,1979,Drama; War
Superman,1978,Science Fiction; Action; Adventure
Halloween,1978,Horror; Thriller
Close Encounters of the Third Kind,1977,Science Fiction; Drama
Pete's Dragon,1977,Fantasy; Animation; Comedy; Family
The Rescuers,1977,Fantasy; Family; Animation; Adventure
Star Wars,1977,Adventure; Action; Science Fiction
The Many Adventures of Winnie the Pooh,1977,Animation; Family; Adventure
All the President's Men,1976,Drama; Mystery; Thriller
Taxi Driver,1976,Crime; Drama
Barry Lyndon,1975,Drama; Romance; War; History
Hester Street,1975,Drama; Romance
Dog Day Afternoon,1975,Crime; Drama; Thriller
Jaws,1975,Horror; Thriller; Adventure
Nashville,1975,Drama; Comedy
Mirror,1975,Drama; History
The Godfather Part II,1974,Drama; Crime
Scenes from a Marriage,1974,Drama; Romance
Herbie Rides Again,1974,Romance; Comedy; Family; Fantasy
Robin Hood,1973,Animation; Family; Adventure
Mean Streets,1973,Drama; Crime
F for Fake,1973,Documentary
Soylent Green,1973,Science Fiction; Thriller; Crime; Mystery
The Godfather,1972,Drama; Crime
A Clockwork Orange,1971,Science Fiction; Crime
A Clockwork Orange,1971,Science Fiction; Crime
Bedknobs and Broomsticks,1971,Adventure; Fantasy; Comedy; Family; Music; Animation
The Million Dollar Duck,1971,Comedy; Family
Willy Wonka & the Chocolate Factory,1971,Family; Fantasy; Comedy
The Aristocats,1970,Animation; Comedy; Family; Adventure
